Query ID,Predicted Cardinality
712,1040361.3859043261
713,292932.0867918643
714,16406.860120094272
715,3600.8965707555703
716,59221842.613681704
717,39919.7864264034
718,313.7765374616997
719,18513746.12374404
720,912166.2092075798
721,895773.9590316429
722,35685499.02174156
723,100.07790423261821
724,47504651.7505676
725,14337072.490689034
726,10481026.803308776
727,2600297.1472740863
728,78485829.45041533
729,1327830.8083761376
730,1572744.092686604
731,1262322.48134686
732,78.7545729851613
733,1728206.2942934374
734,6142.600019484792
735,410820.6006349659
736,840490.3907187766
737,1545102.5087512815
738,19774.16972023562
739,210.4017027525097
740,1227772.2407726445
741,1590488.096537599
742,9599255.69072192
743,32841304.701721452
744,16194458.475034669
745,18191881.42857604
746,3604.937317331957
747,163.45232826266016
748,2953468.81130005
749,12084.848951155824
750,408895.1739232584
751,28.923738150321906
752,1328708.656897573
753,613.8564959490469
754,16953690.44990408
755,376.2141823472331
756,2002.8709065620621
757,141697.2882117468
758,4546673.677229993
759,288.8518880620721
760,356924.4001271486
761,1976142.7004729873
762,452614.33180748427
763,1728206.2942934374
764,14.018284330906601
765,2848270.9146296442
766,20747.41550252488
767,73.75468609988995
768,138498.32492496894
769,4710.368579401052
770,258735.36408635112
771,5454999.029109749
772,18044493.649875943
773,8.034737493143366
774,30667272.106240377
775,3.6540154036590202
776,77905.23597086765
777,3676717.1115865256
778,7580742.239355908
779,1596.0362214564755
780,4116816.878103108
781,69.87130062614439
782,2049389.3823120575
783,42271421.91782005
784,58782273.19341547
785,1514370.9734594019
786,619562.0585955409
787,1738644.0818905798
788,702085.9178887706
789,1823474.0232390251
790,126201802.61286843
791,74.36264720372013
792,2986360.3379316637
793,27477.15864886441
794,262913.63658058026
795,506338.23549955856
796,121093.24398071093
797,655.5068695155485
798,381576.27341548377
799,161377.99208815035
800,255894.45939904096
801,13147.83787269152
802,103079.0076362329
803,3358.7005106084807
804,529557.0698575584
805,1215503.2597800666
806,461115.03144916147
807,5985359.291595993
808,60.702314457231545
809,1059587.455865989
810,1116896.5853549375
811,337291.40709387563
812,23393214.10992358
813,98725148.1237388
814,253528.2736594245
815,2501234.6709758616
816,47.685727041490445
817,8966.696311286729
818,1201927.8077354133
819,5971.68922188585
820,896677.3846821792
821,2099340.224714041
822,270106.54458436556
823,8055502.523420426
824,14.352993826923411
825,59779521.237922825
826,43896676.40522332
827,2243760.705100362
828,3323151.6377331265
829,41600.92199116573
830,4504.259818709552
831,3831440.83573397
832,1824931.8879960335
833,147597.68718470307
834,31725298.150339913
835,16.88442262178935
836,3290976.1922539272
837,13246353.492146155
838,12994061.13744988
839,131139.83429123787
840,36855.95240217926
841,29082855.73629915
842,24040.881658476013
843,14044.21517217597
844,635975.9281192166
845,366312.1617778022
846,550.3597456290432
847,1382624.333652596
848,17160047.260486964
849,5250125.359102564
850,747863.517200469
851,79.64359104998294
852,8918576.000261959
853,195086.45926293064
854,467296.8206129456
855,430815.5856144628
856,35166773.45740494
857,23293.22302308289
858,3327528.018940352
859,168288.79075661692
860,62506127.286438555
861,1.6856418375860047
862,6.929203569975309
863,116811348.50804773
864,73421035.43380508
865,47009.02049007613
866,269480.80270188034
867,164083.39334093305
868,9599255.69072192
869,11722710.353626054
870,20477493.43628599
871,69843.32645486311
872,3308927.0873132716
873,1920719.1291992925
874,1236933.375397669
875,10305218.07817612
876,868662.7800381929
877,109680120.24848656
878,660302.0189679974
879,232263.1107864226
880,23273230.0018626
881,4502.374446364289
882,8229.488061847182
883,52584.581199063774
884,2006981.0412008907
885,1015303.3708181957
886,1439846.4518647974
887,13754364.64251897
888,1639609.9700311907
889,301344.3044284494
890,22.1200971467584
891,286846.59588014113
892,1704271.102263269
893,27045.59299450118
894,52.21749714418874
895,7924278.08410742
896,5645.675721736841
897,3028180.2044898625
898,3198356.0670332583
899,83.74910222089545
900,4034065.308049003
901,15.656104886085103
902,111143.98166367428
903,292.93010316603295
904,60092.66316132566
905,1150.069185824329
906,474644.8108855429
907,4636441.634071214
908,1442968.2425656877
909,10886.352263158125
910,59.941952554321276
911,67900119.6788539
912,178.34402145081592
913,61842160.680707395
914,765992.2315785245
915,518.0229520856312
916,445272.64993395726
917,72.45734798029115
918,3888356.7615557485
919,2942.739736792582
920,2198.956735161122
921,321853.0755710834
922,1699885.1421217427
923,143456.19681685112
924,2752232.121751069
925,5885095.582990768
926,1002220.9008675268
927,41170.050720514955
928,164.36873583929633
929,3497494.2269547707
930,1260727.1923923437
931,936806.2312332729
932,44.43398829480893
933,2452910.215918115
934,250.21683950205153
935,292768873.4010178
936,125507.63111852284
937,371.03945438901803
938,1626689.077528298
939,37500296.22560061
940,294965.0405183523
941,301.58289891592807
942,468.94702413432015
943,276397.5135680237
944,334.8506004351139
945,179.2258591397763
946,26.407014229515713
947,27189967.248356707
948,771701.1289290523
949,2188262.7176876697
950,3919832.819157604
951,16.93577007338168
952,1250332.9108844576
953,735248.7337535897
954,172524.45892377628
955,135.05770264333802
956,27330.571360673803
957,304.31950002914675
958,566995.1352162815
959,1316.9057592681902
960,2110781.180269475
961,35115.411182190655
962,413313.25022622687
963,948.3498303320416
964,2501234.6709758616
965,171.24920109824552
966,5767025.575829392
967,1801448.0501636784
968,7428398.203141641
969,40.88180157343739
970,1883100.2793891637
971,418567.09384856065
972,1122647.201804507
973,9646388.866011975
974,23683010.165898766
975,7890.135952770585
976,1058.5465442076877
977,350754.6631894418
978,7.069044429116746
979,29857.25107141784
980,4935795.917492699
981,3970454.979918889
982,2939901.296587802
983,682038.4414259805
984,7424559.519581042
985,55891.98040469143
986,905967.5141424441
987,136.36507376945823
988,361562.47126019036
989,3464175.8271316667
990,641.32188665077
991,5870308.510026459
992,2660469.1127264984
993,4063386.8751608543
994,4258681.23215757
995,483833.27773885435
996,112780.82349549033
997,32.5484785966511
998,1977875.4038751721
999,47539.38537555635
1000,1187832.0309976456
1001,11399137.27685553
1002,1723794.9029529316
1003,1821.756525330093
1004,2221461.9456063937
1005,11494985.945656665
1006,4777025.964737844
1007,3755.9561854664084
1008,238510.99221137626
1009,1662740.113735709
1010,549.0517667942577
1011,116.99767962374843
1012,616702.4145339248
1013,9959738.314696962
1014,16122.40813718897
1015,4238.226153680376
1016,1104.9780584419777
1017,181048.05853055834
1018,61906.85715395889
1019,889847.0342848746
1020,1743377.7579186687
1021,1284.3078278572307
1022,4104930.1290468355
1023,197370.07678723574
1024,75153.16257409072
1025,2187390.571533899
1026,12.805045311116638
1027,1054170.9135202928
1028,180.3665396479579
1029,661475.5863844013
1030,33443.92475028686
1031,3188488.703774303
1032,678807.5647256275
1033,24724894.084763974
1034,6775.948034573164
1035,881623.0672082856
1036,240955.68518158112
1037,175257.86979987595
1038,5702055.926132472
1039,9.739764939047111
1040,10305218.07817612
1041,122832.20597200702
1042,1398246.0383417758
1043,1229948.5190100176
1044,438626.9389464113
1045,8186760.477454711
1046,3971091.166399281
1047,1377265.5149592727
1048,104.36226423629788
1049,3181894.000143004
1050,939.7581355223635
1051,45.044131008555766
1052,232506.89233232176
1053,23414551.72447801
1054,6779953.106235387
1055,232604.03292217857
1056,2140019.323360422
1057,4632477.105223459
1058,518.1378256760255
1059,2156055.125534242
1060,734585.7091904134
1061,146422.6786171891
1062,11975622.853997584
1063,4132594.6325163357
1064,951.1454254409664
1065,441095.5981285838
1066,3937637.267259772
1067,154783.0147836797
1068,13081.088548791959
1069,80032.1750556855
1070,107941.83965683196
1071,1117.0354896561337
1072,3849357.705044678
1073,99677.76520964477
1074,249.33025030105472
1075,7357309.819827773
1076,383267.4118684929
1077,102210.43807964877
1078,52485360.73741629
1079,172284.57345192102
1080,26951680.190855913
1081,4117460.809271653
1082,3888557.0109146982
1083,182848.1322935015
1084,636674.4089116639
1085,90.11479230796212
1086,20030086.937031254
1087,6.131590335647949
1088,24472.928778940266
1089,2.4731117268189786
1090,3573833.81427964
1091,4888771.071271145
1092,25.255765113550897
1093,4686569.263264545
1094,30667272.106240377
1095,23958.23403185336
1096,98765.96182255373
1097,707315.1523005839
1098,1643.3574763791
1099,76445.34804482992
1100,2212562.8361246213
1101,186175.3474357387
1102,1463246.1936649424
1103,9952749.984434558
1104,1057276.9410914567
1105,991274.2174432204
1106,916.4832270504979
1107,13241629.702163525
1108,182.59352655414256
1109,2910.030292299949
1110,100.07790423261821
1111,490022.32494617405
1112,582011.3697327251
1113,1260727.1923923437
1114,396183.6632137976
1115,996200.360947713
1116,5686177.642928327
1117,3971091.166399281
1118,40185.36999489377
1119,1730403.0196555913
1120,2156.1546454668983
1121,1339274.1674217263
1122,179057.2545899511
1123,302.9612553081049
1124,441956.6903897261
1125,76526139.18116306
1126,1564504.382418514
1127,669404.3474709288
1128,59.3942559913045
1129,3322904.4489864237
1130,48964.04226794773
1131,209049.06188664827
1132,161336.59774754476
1133,26345881.20598825
1134,14816548.623140993
1135,3674280.9774937765
1136,62.00469699926593
1137,24.334695109508505
1138,100886.4040147633
1139,14654296.7014126
1140,760.114881407804
1141,451695.8575905048
1142,2084145.5839429444
1143,518.0229520856312
1144,1564504.382418514
1145,1588166.0439267482
1146,3560946.565912243
1147,903777.3389930656
1148,521.5944117763208
1149,34306236.14848367
1150,7381401.663416513
1151,210190.94047810335
1152,725078.8748567794
1153,29365458.661358777
1154,1514.7196466587402
1155,549022.4977151109
1156,32222440.42954719
1157,181072.75072055822
1158,425051.9431206838
1159,1566874.0230458349
1160,12528317.557066299
1161,13770981.026731571
1162,11341103.569811828
1163,2178684.049611282
1164,1124.403780876404
1165,4838.484738751505
1166,942.0139437523745
1167,18994223.451499723
1168,15089281.861561727
1169,49.922898436878114
1170,11.82712150348017
1171,187.73387582864478
1172,137.8566280796778
1173,362048.63912075345
1174,28772.728885870572
1175,103237949.73069635
1176,400928.30316477164
1177,5964.256120898161
1178,1463476.4627333311
1179,298.2827660282783
1180,5118069.95414816
1181,1418142.9869563328
1182,10480587.011148883
1183,2873381.996361359
1184,47.685727041490445
1185,2299512.413947795
1186,3590244.7244575196
1187,14691854.793342551
1188,273504.2753333509
1189,731883.0460920522
1190,232495.5840788941
1191,40289154.23405402
1192,22253858.57092068
1193,32758.736620782158
1194,914.317330604033
1195,2630757.944938573
1196,8991423.10427896
1197,28610295.43227104
1198,3497010.6171826688
1199,23936.26399636168
1200,11.052166967954738
1201,4.901308525004427
1202,10908.946220071826
1203,3299332.1055943435
1204,7859.712522891106
1205,1827392.7176768966
1206,29550255.135051858
1207,157.3740881286276
1208,61.600667270203694
1209,5288427.062020975
1210,2948265.4193833023
1211,682984.8408927207
1212,4974.111254247691
1213,2213297.260381636
1214,2240704.9893079423
1215,4860571.23382846
1216,3669081.120310019
1217,6088.5991947018165
1218,353003.02691389434
1219,82266.98744430293
1220,1586.7594577798052
1221,43.153111927889974
1222,155.6482788191365
1223,1961983.8097759173
1224,6107654.666136591
1225,329570.1378536439
1226,24807.948195450375
1227,7484675.241239922
1228,221326.8694470685
1229,9595612.865788976
1230,2763.2409493594087
1231,227671.05381513198
1232,2337411.3071205453
1233,1308628.0056089098
1234,24927513.13300992
1235,18.61230866820056
1236,2653240.259745269
1237,32377382.219570793
1238,55.11662469826503
1239,6199164.005192862
1240,1844815.487929636
1241,1098273.8296053156
1242,238.2520310174582
1243,4704.218342199446
1244,1238073.4245689614
1245,287.3911920073645
1246,10715363.408420257
1247,157.47219834741594
1248,38477.05848292992
1249,3674866.2033508467
1250,220.38357033136114
1251,1105295.9275925553
1252,329356.481387455
1253,20883566.463124823
1254,34603.91638923456
1255,3497010.6171826688
1256,6805.888032451937
1257,11227527.006789409
1258,6.379047303148076
1259,32.5484785966511
1260,2371120.2058385075
1261,2924153.1413764944
1262,4194.545780375714
1263,17939.045962196742
1264,376457.7334037554
1265,29371.127420974175
1266,5.0535849149898215
1267,42.14920006060058
1268,4483754.782742852
1269,14.24912646771304
1270,218249.47948381407
1271,6446018.4135377025
1272,1183149.2080441688
1273,1116013.9203345673
1274,1728206.2942934374
1275,112.77855402000681
1276,36986.19657418481
1277,599184.9853692221
1278,5395695.069557421
1279,3913005.2623631055
1280,3507264.098101421
1281,10618417.866995396
1282,1040069.7300090587
1283,1161194.875791295
1284,1908836.8998166327
1285,1068975.9426111567
1286,84615317.80833061
1287,157.10574252450942
1288,754815.2715802786
1289,24567227.675690893
1290,17996167.977840926
1291,16309585.575770212
1292,157343.03897770558
1293,300675.15560974454
1294,73008.61935817412
1295,4020197.0178553495
1296,3303.366478421532
1297,2369221.4942452963
1298,795666.2104968578
1299,3178939.7785820407
1300,21090.928157316237
1301,111043.22596262403
1302,15923298.590200666
1303,3971091.166399281
1304,1645501.4317546652
1305,1275427.678258878
1306,445093.9102351678
1307,19920474.01869901
1308,21.949678844047344
1309,3971091.166399281
1310,1244673.4618034987
1311,130763.67994359453
1312,964625.5165548081
1313,148747.3660142234
1314,1788238.9506069117
1315,167362194.74335623
1316,184.55437678924858
1317,66.4866053150879
1318,29.295230375400497
1319,1185698.6119335843
1320,2981.680161725481
1321,22577.857770464692
1322,3467332.2935192497
1323,5241850.458473476
1324,29059.134843177202
1325,10265472.587694261
1326,429751.1377623321
1327,2012679.4563150727
1328,616092.2342794789
1329,54020.89514411591
1330,23316.4706157721
1331,9038967.50208804
1332,667334.6891040122
1333,39996671.38389096
1334,141818094.66590658
1335,1468.181028703976
1336,6204919.034838755
1337,13241629.702163525
1338,4016.0331939283496
1339,228048.7282993785
1340,20317438.76221227
